entry_idx,info_idx,info_day,info_year,parent_direction,horizon,target_bp,parent_prediction_bp,enhanced_prediction_bp,parent_residual_bp,prediction_adjustment_bp,alignment_bp2,adjustment_square_bp2,loss_gain_bp2
60646,60645,2016-01-18,2016,-1,1,-74.0450261645464,0.893277987958698,0.808063105675716,-74.9383041525051,-0.0852148822829819,12.771717533684,0.00726157616250246,12.7644559575215
60667,60666,2016-01-18,2016,1,1,-13.80179309455,0.221210781798237,0.12158690684944,-14.0230038763482,-0.099623874948797,2.79405196916762,0.00992491645981354,2.78412705270781
60718,60717,2016-01-18,2016,1,1,9.23619575160295,0.20843432597424,0.0908798462902484,9.02776142562871,-0.117554479683992,-2.12250759420199,0.013819055693774,-2.13632664989576
60743,60742,2016-01-18,2016,-1,1,-5.66109024005224,0.0016394387967949,-0.118676172107499,-5.66272967884904,-0.120315610904294,1.3626295613932,0.0144758462272734,1.34815371516592
60814,60813,2016-01-18,2016,1,1,-2.38187210210739,0.88247350061129,0.7793736997115,-3.26434560271868,-0.10309980089979,0.673106763416802,0.0106295689455764,0.662477194471226
60924,60923,2016-01-19,2016,-1,1,8.52859989849741,-0.0926076196629028,-0.212894102856988,8.62120751816031,-0.120286483194085,-2.07402946649182,0.0144688380392009,-2.08849830453102
61057,61056,2016-01-19,2016,1,1,2.68399508455808,-0.132745786505664,-0.259388590981842,2.81674087106374,-0.126642804476178,-0.71343992678837,0.0160383999255915,-0.729478326713962
61095,61094,2016-01-19,2016,1,1,11.3519733772893,0.110416609985817,-0.0208019259481365,11.2415567673035,-0.131218535933953,-2.95020124124798,0.0172183041726502,-2.96741954542063
61124,61123,2016-01-20,2016,1,1,-7.02655871896662,0.498868175266091,0.400587897549693,-7.52542689423271,-0.098280277716398,1.47920209019928,0.00965901298801232,1.46954307721127
61189,61188,2016-01-20,2016,1,1,-3.48473081346445,0.240906627506896,0.12781556307926,-3.72563744097135,-0.113091064427636,0.842672607741807,0.0127895888533757,0.829883018888431
